2010年,达到80%以上,80%,分别从接受基本医疗服务和公共卫生服务的居民中随机抽取20人，通过电话询问对社区卫生服务的满意情况，2010年社区居民满意度达到80%以上。
2010年,达到95%,95%,2010年新生儿访视率达到95%、儿童保健覆盖率达到95%、儿童保建系统管理率达到90%。
2010年,达到95%,儿童保健覆盖率达到,2010年新生儿访视率达到95%、儿童保健覆盖率达到95%、儿童保建系统管理率达到90%。
2010年,接收安置工作通知,安置工作通知,哈尔滨市人民政府关于做好2010年冬季退役士兵接收安置工作的通知
2010年,均达到95%以上,95%,2010年传染病疫情报告率、传染病疫情报告及时性、传染病疫情报告准确率均达到95%以上；
2010年,实施方案,方案,哈尔滨市人民政府办公厅关于转发哈尔滨市2010年城区绿化工作实施方案的通知
2010年,是十一五规划收官年,十一五规划收官年,2010年是“十一五”规划的“收官”之年，也是我市实施“北跃、南拓、中兴、强县”发展战略的起步之年。
2010年,整合,合,加快农村敬老院整合建设步伐，制定和实行《哈尔滨市2008-2010年农村敬老院整合建设规划》，争取用3年时间基本完成农村敬老院整合建设任务，改善集中供养的五保对象的居住条件。
2011年,接收安置工作通知,安置工作通知,哈尔滨市人民政府关于做好2011年冬季退役士兵接收安置工作的通知
2011年,由2011年人均230元提高到人均470元,新农合筹资标准,医疗保障能力不断加强，市区城乡困难群众医疗救助标准得到提高，新农合筹资标准由2011年人均230元提高到人均470元、增加超过一倍。
2012年,参合农民缴费方案,农民,双城市人民政府办公室关于印发双城市2012年新农合参合农民缴费方案的通知
2012年,接收安置工作通知,安置工作通知,哈尔滨市人民政府关于做好2012年冬季退役士兵接收安置工作的通知
2013年,到2013年基本完成,全市残疾人两个体系,到2013年，全市残疾人“两个体系”建设基本完成。
2013年,接收安置工作通知,安置工作通知,哈尔滨市人民政府关于做好2013年冬季退役士兵接收安置工作的通知
2016年,按照到超过60%,60%,按照到2016年非公经济比重超过60%，新建市级以上中小企业创业基地20个的发展目标，今年非公经济比重达到5%，新建市级以上中小企业创业基地4个。
2016年,令第1号,1,根据《黑龙江省规范性文件管理办法》（2016年省政府令第1号）的规定，现将各区、县（市）人民政府，市政府有关部门2016年第四季度规范性文件备案目录予以公布。
2016年,清理工作方案,工作方案,五常市人民政府办公室关于印发五常市2016年农机市场清理整顿工作方案的通知
2016年,与省直部门进行衔接,衔接,各责任单位依据重点专项任务和2016年年度任务清单，与省直部门、城市群内相关地市进行衔接，组织编制专项实施方案。
2020年,到达到260亿斤,260亿,落实省实施千亿斤粮食工程，力争到2020年粮食产量达到260亿斤，保持粮食总产量在全省比重不低于四分之一。
25万,按其年度离岸服务外包收入4%给予不超过50万元人民币奖励,50万,对年度离岸服务外包收入不低于25万美元的小微企业，按其年度离岸服务外包收入的4%给予最高不超过50万元人民币的奖励；
25%,每年从哈尔滨市城市维护确定建设资金中作为帮扶,帮扶,每年从哈尔滨市城市维护改造建设计划确定的村镇基础设施建设资金中，安排25%的资金作为帮扶经济实力较弱的县（市）城镇基础设施建设专项资金，重点补贴其城镇道路、排水等基础设施建设和环境整治工程建设。
25%,每年从哈尔滨市城市维护确定建设资金中作为帮扶,城镇基础设施,每年从哈尔滨市城市维护改造建设计划确定的村镇基础设施建设资金中，安排25%的资金作为帮扶经济实力较弱的县（市）城镇基础设施建设专项资金，重点补贴其城镇道路、排水等基础设施建设和环境整治工程建设。
25%,每年从哈尔滨市城市维护确定建设资金中作为帮扶,弱县,每年从哈尔滨市城市维护改造建设计划确定的村镇基础设施建设资金中，安排25%的资金作为帮扶经济实力较弱的县（市）城镇基础设施建设专项资金，重点补贴其城镇道路、排水等基础设施建设和环境整治工程建设。
30%,办城市社区卫生服务机构,服务机构,按照国家和省关于在30%的政府办城市社区卫生服务机构和县（市）乡镇卫生院实施国家基本药物制度的要求，2010年2月底前，在全市30%的社区卫生服务机构和乡镇卫生院实施基本药物制度，并按购入价格实行基本药物零差率销售；
30%,办城市社区卫生服务机构,县,按照国家和省关于在30%的政府办城市社区卫生服务机构和县（市）乡镇卫生院实施国家基本药物制度的要求，2010年2月底前，在全市30%的社区卫生服务机构和乡镇卫生院实施基本药物制度，并按购入价格实行基本药物零差率销售；
30%,办城市社区卫生服务机构,乡镇卫生院,按照国家和省关于在30%的政府办城市社区卫生服务机构和县（市）乡镇卫生院实施国家基本药物制度的要求，2010年2月底前，在全市30%的社区卫生服务机构和乡镇卫生院实施基本药物制度，并按购入价格实行基本药物零差率销售；
30%,到2010年2月底实施国家基本药物制度,国家基本药物制度,到2010年2月底，全市30%的区、县（市）基层医疗卫生机构实施国家基本药物制度；
30%,到2010年新建沼气池,配套设施,到2010年，30%的农户新建和使用沼气池及配套设施，80%的农户用上省柴节煤炉灶，基本普及省柴节煤技术。
30%,到2010年新建沼气池,沼气池,到2010年，30%的农户新建和使用沼气池及配套设施，80%的农户用上省柴节煤炉灶，基本普及省柴节煤技术。
50%,到2010年建成省卫生镇,村,深入开展爱国卫生运动，提高农村环境卫生水平，到2010年，50%的镇（含农村街道）和40%的村建成省、市卫生镇、村。
50%,到2010年建成省卫生镇,省卫生镇,深入开展爱国卫生运动，提高农村环境卫生水平，到2010年，50%的镇（含农村街道）和40%的村建成省、市卫生镇、村。
50%,建立监控室,监控室,全市重点单位、要害部位监控设施安装率达100%，居民小区安装率达90%以上，区、县（市）公安分局全部建立监控中心，50%以上的城区派出所和30%以上的乡镇派出所建立监控室。
60%,给予补助,补助,对参与制定、主持修订及参与修订上述各级标准的企业，按同类标准制定补助额度的60%、50%及30%给予补助。
7%,由社区提供日间照料,服务,把日间照料中心、托老所、互助式社区养老服务中心等社区养老服务设施纳入城市公共服务设施专项规划，力争实现7%左右的老年人由社区提供日间照料和托养服务。
7%,由社区提供日间照料,托养,把日间照料中心、托老所、互助式社区养老服务中心等社区养老服务设施纳入城市公共服务设施专项规划，力争实现7%左右的老年人由社区提供日间照料和托养服务。
7%,由社区提供日间照料,照料,把日间照料中心、托老所、互助式社区养老服务中心等社区养老服务设施纳入城市公共服务设施专项规划，力争实现7%左右的老年人由社区提供日间照料和托养服务。
70万,给予小额担保贷款支持,小额担保贷款,对合伙经营和组织起来就业的，可按照人均不超过5万元，总额度不超过70万元的标准给予小额担保贷款支持，贷款期限最长不超过2年，到期确需延长的，可以展期2年，展期不贴息。
80%,到2010年底实现彻底居住分离,人居住分离,到2010年底，80%的农民实现人与畜禽居住的彻底分离。
80%,实现全封闭,半封闭,全市100%新建小区实现全封闭，80%以上的老式住宅小区实现全封闭或半封闭。
80%,实现全封闭,封闭,全市100%新建小区实现全封闭，80%以上的老式住宅小区实现全封闭或半封闭。
80%,用上省柴节煤炉灶,省柴节煤炉灶,到2010年，30%的农户新建和使用沼气池及配套设施，80%的农户用上省柴节煤炉灶，基本普及省柴节煤技术。
85%,达到安全创建标准,安全,到2010年，90%的区、县（市）建成“平安区县（市）”，85%以上的乡（镇）、街道和90%以上的社区、行政村、企事业单位达到安全创建标准。
90分,为优秀,分为称职,对基层医疗卫生机构负责人考核按本机构考核得分90分以上为优秀、85-89分为称职、80-84分为基本称职、79分以下为不称职。
90分,为优秀,优秀,对基层医疗卫生机构负责人考核按本机构考核得分90分以上为优秀、85-89分为称职、80-84分为基本称职、79分以下为不称职。
90%,到2010年建成平安区县,平安区县,到2010年，90%的区、县（市）建成“平安区县（市）”，85%以上的乡（镇）、街道和90%以上的社区、行政村、企事业单位达到安全创建标准。
90%,到2010年建成平安区县,市,到2010年，90%的区、县（市）建成“平安区县（市）”，85%以上的乡（镇）、街道和90%以上的社区、行政村、企事业单位达到安全创建标准。
90%,建立家长学校,家庭教育指导服务点,--城乡家庭教育指导服务体系基本建成，90%的城市社区和80%的行政村建立家长学校或家庭教育指导服务点。
90%,建立家长学校,家长学校,--城乡家庭教育指导服务体系基本建成，90%的城市社区和80%的行政村建立家长学校或家庭教育指导服务点。
95%,用上清洁饮用水,清洁饮用水,城乡联网供水率达到50%以上，95%以上农民用上清洁饮用水；
CT,60%70%≥70%,70%,阳性率标准为：CT≥60%、ECT≥70%、MRI≥70%。
GDP比重,达到6%发展目标,6%,按照到2016年文化产业占GDP比重达到6%的发展目标，今年重点加快建设平房动漫、印刷出版等6大文化产业园区和冰上舞蹈杂技创作演出等4大基地，推动哈师大现代文化艺术产业园世界冰雪艺术创意中心、“三屏时代”传媒创新实验室等10个重大项目建设。
阿城,鉴于目前仍在财政体制过渡期内暂不享受市级财政补助政策,市级财政补助政策,鉴于目前呼兰、阿城两区仍在财政体制过渡期内，暂不享受市级财政补助政策，在享受中央、省补助的基础上，由呼兰、阿城区财政对辖区内城镇居民给予补助，参加市级统筹。
阿城区,开展清理自然生态资源工作方案,保护,哈尔滨市阿城区人民政府关于印发《阿城区开展林地、湿地清理保护自然生态资源工作方案》的通知
阿城区,开展清理自然生态资源工作方案,林地清理自然生态资源工作方案,哈尔滨市阿城区人民政府关于印发《阿城区开展林地、湿地清理保护自然生态资源工作方案》的通知
阿钢,通过引进技术实现更新换代,新,阿钢、哈量、哈工具、哈缆、哈变压器、九洲电气等通过引进技术、自主创新、产业重组实现产品更新换代，企业提档升级。
安全技术,防范建设,台,加快安全技术防范建设和城市管理监控系统平台建设，加强城乡社区警务、群防群治等基层基础建设，创新和完善现代城市治安防控体系，严厉打击各类犯罪。
案例,分析54元/人科其它60元/人科,54,案例分析54元/人科其它60元/人科
按其发生房屋费用,示范期内对入驻经认定提供开拓服务国际合作平台小微企业给予不超过40%房租补贴,40%,示范期内，对入驻经认定的提供国际市场开拓、跨国金融结算、对外项目投资等服务国际合作平台的小微企业，按其实际发生的房屋租赁费用，给予最高不超过40%的房租补贴，每户企业每年最高补贴额不超过5万元。
安置事业单位未聘人员,兴办新产业兴办经济实体优惠政策,事业单位分流人员,市工商局、市地税局负责制定安置事业单位未聘人员兴办新产业以及事业单位分流人员兴办经济实体、服务实体的优惠政策；
安排,在政法干警招录改革试点工作中应不低于当年招录计划20%名额,20%,在政法干警招录培训体制改革试点工作中，应安排不低于当年招录计划20%的名额招收退役士兵，重点面向退役大学生士兵。
安置工作情况,作为评价部门工作工作业绩重要指标,评价部门,建立征地补偿安置工作责任制，将征地补偿安置工作情况作为评价部门工作和征地责任单位领导干部工作业绩的重要指标和依据。
巴洛克,成为旅游新亮点,新,中华巴洛克建设成为旅游新亮点。
巴彦县,关于印发巴彦县将关闭破产集体退休人员纳入实施方案,城镇职工基本医疗保险,巴彦县人民政府办公室关于印发巴彦县将关闭破产集体和其他困难企业退休人员纳入城镇职工基本医疗保险实施方案的通知
巴彦县,关于开展城镇居民社会养老保险试点工作实施意见,意见,巴彦县人民政府关于开展城镇居民社会养老保险试点工作的实施意见
巴彦县,调整城镇基本医疗保险待遇标准意见,城镇基本医疗保险,巴彦县人民政府办公室关于印发巴彦县调整城镇基本医疗保险待遇标准意见的通知
办理缓手续,对未办理缓手续参保单位先由个人垫付,医疗费用,对未办理缓缴手续的参保单位，参保人就医住院时所支付的医疗费用先由个人垫付，单位补缴后，按有关规定给予报销。
办公室,下设综合协调组,社会保障制度,办公室下设综合协调组、产权制度改革组、机构改革组、人事制度改革组、财政供给体制改革组和社会保障制度改革组，分别设在相应的工作部门，组长由该部门主要负责人担任。
办公时间,周一至周五上午8∶30至12∶00下午13∶30至17∶00,17∶00,办公时间：周一至周五，上午8∶30至12∶00，下午13∶30至17∶00。
保险公司,按下列比例给付医疗保险金,医疗保险金,参保少年儿童自参保合同生效之日起90日后，因疾病在区级（含区级）医疗机构住院诊疗，支出费用符合我市基本医疗保险“三个目录”范围，超过100元以上部分，保险公司按下列比例给付医疗保险金：
保险费,不予支付,支付,参保少年儿童在一个保险年度内累计附加意外医疗费用，以5000元为封顶线，超过封顶线以上的医疗费用，保险费不予支付。
保险费,存入帐户,帐户,低保家庭少年儿童保险费存入帐户后，参保合同生效，参保低保家庭少年儿童可按国寿学生、幼儿平安保险有关规定，享受相应的保险待遇。
爆发,达到100%,100%,爆发疫情调查处理率达到100%。
保险公司,对参保人员进行资格初审,资格初审,保险公司对参保人员进行资格初审，将初审合格人员名单公示3天。
保障性住房,改造住房9万套,9,按照到2016年新建各类保障性安居工程12万套，确保人均住房面积不低于15平方米，基本解决住房问题的发展目标，今年新开工建设保障性住房和棚户区改造住房9万套，为5万户群众提供廉租住房保障、发放经济适用住房货币补贴，逐步解决城镇低收入群众、新就业职工、农民工住房困难。
保障,户型中超出原房建筑面积部分按照产权调换房屋建安成本,建安,保障户型中超出原房建筑面积部分按照产权调换房屋的建安成本（依据每年度有关部门公布标准）交纳购房款，该部分房屋也可按照成本租金暂时承租，待经济条件好转后按照该部分房屋原建安成本补交购房款。
保险公司,给付保险金10000元,10000,参保少年儿童自意外伤害发生之日起180日内因同一原因死亡的，或自保险合同生效之日起90日后因疾病死亡的（次年续保无90日限制），保险公司给付死亡保险金10000元；
保险公司,给付保险金10000元,死亡,参保少年儿童自意外伤害发生之日起180日内因同一原因死亡的，或自保险合同生效之日起90日后因疾病死亡的（次年续保无90日限制），保险公司给付死亡保险金10000元；
报市,经同意批准命名,命名,个体劳动者劳动模范，由所在区、县（市）人民政府组织民主推荐，经市劳动模范大会筹备委员会复审同意，报市人民政府批准命名。
报市,经同意批准命名,命名,农民劳动模范，由村民委员会民主推荐，上报乡（镇）、区、县（市）人民政府审核，经市劳动模范大会筹备委员会复审同意，报市人民政府批准命名；
报市,经同意批准命名,命名,职工劳动模范，由所在单位民主推荐，经职工代表大会或职工代表团（组）长联席会议讨论通过，上报上级主管部门或区、县（市）人民政府审核，经市劳动模范大会筹备委员会复审同意，报市人民政府批准命名；
保险费,可给予适当补贴,适当补贴,对重度残疾人缴纳最低标准保险费由财政给予50%的补贴，中度或轻度残疾人缴纳保险费可给予适当补贴，补贴标准由各区、县（市）政府确定。
保险费,其中以上年全省职工平均工资60%为基数,基数,其中：基本养老保险费以上年全省职工平均工资的60%为基数，按22%的比例缴纳；
保险费,其中以上年全省职工平均工资60%为基数,基数,其中：基本养老保险费以上年全省职工平均工资的60%为基数，按8%的比例缴纳；
报区,确认同意,同意,受资助的养老服务机构根据资助额度，提出资助金使用计划，报区民政局确认同意后方可使用资助金。
保险公司,为公示建立参保档案,公示,保险公司为公示无异议人员建立参保档案，报市劳动和社会保障部门。
保险费,以上年全市职工平均工资60%为基数,基数,失业保险费以上年全市职工平均工资的60%为基数，按2%的比例缴纳；
保险费,以上年全市职工平均工资60%为基数,基数,失业保险费以上年全市职工平均工资的60%为基数，按1%的比例缴纳；
保险费,应缴数额,数额,用人单位拒不提供与缴纳社会保险费有关的用人情况、工资表、财务报表等资料，致使无法确定社会保险费应缴数额的，由人社部门责令改正，并可以按照该单位的经营状况、职工人数、所在地区社会平均工资等有关情况确定应缴数额，责令先行申报缴纳。
保险资金,在依法合规前提下参与城市群建设,城市群建设,支持保险资金在依法合规、风险可控的前提下，参与城市群建设
保险资金,在依法合规前提下参与城市群建设,城市群建设,支持保险资金在依法合规、风险可控的前提下，参与城市群建设。
被征收房屋货币补偿金额,低于7万元,7万,被征收房屋货币补偿金额低于7万元的，按照7万元给予补偿。
备注,根据规定从2010年6月1日起停收53项行政项目,53,备注：根据市政府文件规定，从2010年6月1日起，市直停收53项行政事业性收费项目，区、县（市）停收50项行政事业性收费项目。
本办法规定,按照本办法规定执行,工伤保险,其他工伤保险待遇按照本办法的规定执行。
本办法,称新型农村合作医疗,新农合,本办法所称新型农村合作医疗（以下简称新农合），是指由政府组织、引导、支持，农村居民自愿参加，个人、集体和政府多方筹资，为农村居民建立的基本医疗保障制度。
本办法,称新型农村合作医疗,新型农村合作医疗,本办法所称新型农村合作医疗（以下简称新农合），是指由政府组织、引导、支持，农村居民自愿参加，个人、集体和政府多方筹资，为农村居民建立的基本医疗保障制度。
本条前款,规定承担费用,同级医疗机构,本条前款规定的个人承担费用和报销比例，参照本地同级医疗机构标准报销。
本人工资收入,计发工伤保险待遇时低于75%,75%,计发工伤保险待遇时，本人工资收入低于当地职工平均工资75%的，以当地职工平均工资75%为计发基数；
本机构职业,介绍实现就业人员名单,就业人员,按其免费推荐就业的实际人数填写《职业介绍补贴审核表》，并附通过本机构职业介绍实现就业的人员名单及免费职业介绍服务证明、《居民身份证》复印件、《再就业优惠证》或《就（失）业证》；
本市行政区域内各类企业,均应依法参加工伤保险,工伤保险,本市行政区域内的各类企业（以下简称用人单位）均应依法参加工伤保险，并为本单位全部职工或雇工（以下简称职工）缴纳工伤保险费。
本届劳模大会,拟评出模范单位100个,100,本届劳模大会拟评出模范单位100个左右、模范集体100个左右、劳动模范400名左右。
本届劳模大会,拟评出模范单位100个,100,本届劳模大会拟评出模范单位100个左右，模范集体100个左右，劳动模范400名左右（其中特等劳动模范20名左右）。
本届劳模大会,拟评出模范单位100个,100,本届劳模大会拟评出模范单位100个左右，模范集体100个左右，劳动模范400名左右。
本部门,涉及管理,农民,各有关部门要认真研究制定本部门涉及农民工管理服务的政策措施，履职尽责，协调配合，全面落实已出台的有关农民工就业政策，共同做好农民工工作。
本规定,适用于本市市区内参加基本医疗保险用人单位职工,参保人员,本规定适用于本市市区内参加基本医疗保险的用人单位的职工和退休人员（以下简称参保人员）。
本办法,适用于我市行政区域内政府举办城市社区卫生服务机构配送企业,服务机构,本办法适用于我市行政区域内政府举办的城市社区卫生服务机构、乡镇医疗机构和基本药物配送企业。
本规定,适用于本市市区内参加基本医疗保险用人单位职工,退休人员,本规定适用于本市市区内参加基本医疗保险的用人单位的职工和退休人员（以下简称参保人员）。
本规定,适用于本市市区内参加基本医疗保险用人单位职工,用人单位职工,本规定适用于本市市区内参加基本医疗保险的用人单位的职工和退休人员（以下简称参保人员）。
本办法,适用于本市市区投资,职工工伤保险,本办法适用于本市市区国有、集体、股份制、股份合作制、私营等企业职工和外商投资（含港、澳、台投资）企业中方职工的工伤保险。
本市市区,暂不含呼兰区,呼兰区,本市市区（暂不含呼兰区）内享受城市低保待遇家庭18周岁以下少年儿童（以下简称低保家庭少年儿童），均可从政府获得医疗救助。
本辖区,整合城乡居民医保制度,城乡居民医保制度,各区县（市）政府、各有关部门按照本方案要求，制定本辖区、本部门整合城乡居民医保制度工作方案及推进计划，报市领导小组办公室备案。
编制,2009-2020年增加50亿斤粮食产能工程规划,50亿,编制2009-2020年增加50亿斤粮食产能工程规划。
编制数,不足10名,10,服务人口较少的卫生院按标准核定编制数不足10名的，可按10名核定编制。
编制,达到10%以上,10%,市、区、县（市）事业单位完成分类和“九定”工作，财政拨款事业单位精简事业编制达到10%以上；
编办,负责改革综合协调工作,全市事业单位改革综合协调工作,市人事局和市编办负责全市事业单位改革的综合协调工作，相关部门分工负责。
编办,牵头负责改革,全市事业单位机构,市编办牵头负责全市事业单位机构改革指导以及市直及所属事业单位机构改革的实施工作；
编办,牵头负责改革,指导,市编办牵头负责全市事业单位机构改革指导以及市直及所属事业单位机构改革的实施工作；
标准化前三年教育毛入园率,达到75%发展目标,75%,按照到2016年城区和县镇义务教育学校基本达到标准化、学前三年教育毛入园率达到75%的发展目标，今年新建中小学校4所，创建义务教育标准化学校50所，新改建公办幼儿园78所。
标准,为获1届市劳动模范称号,1,标准为：获1届市劳动模范称号的，按6000元缴纳；
标准,为本人12个月工资收入,12,伤残程度被评为七级至十级，职工本人愿意自谋职业，经企业同意的，或者劳动合同期满终止合同后本人另行择业的，可以发给一次性伤残就业补助金，标准为本人12个月的工资收入。
标准化建设完成率,要在原有基础上实现2007年达到70%,70%,标准化建设完成率要在原有基础上，实现2007年达到70%，2008年达到80%，2009年达到90%，2010年达到100%。
标准化建设完成率,要在原有基础上实现2007年达到70%,80%,标准化建设完成率要在原有基础上，实现2007年达到70%，2008年达到80%，2009年达到90%，2010年达到100%。
标准化建设完成率,要在原有基础上实现2007年达到70%,90%,标准化建设完成率要在原有基础上，实现2007年达到70%，2008年达到80%，2009年达到90%，2010年达到100%。
宾西,今年力争实现竣工,20,宾西经济技术开发区今年力争实现20个亿元以上项目竣工投产，完成投资40亿元。
宾西,今年力争实现竣工,40亿,宾西经济技术开发区今年力争实现20个亿元以上项目竣工投产，完成投资40亿元。
并轨企业,享受80%待遇人员,待遇人员,并轨企业享受80%待遇人员
博士研究生,给予10万元,10万,对小微企业引进的具有自主知识产权、掌握核心技术、取得发明专利的正高级专业技术职务人才和博士研究生给予安家费10万元，硕士研究生给予安家费5万元；
博士研究生,每月再给予生活补贴2000元,2000,博士研究生每月再给予生活补贴2000元，连续发放3年。
拨付,依法应由单位支付工伤保险待遇费用,工伤保险待遇费用,用人单位在破产清算时要优先拨付依法应由单位支付的工伤保险待遇费用。
部分,按照产权调换房屋建安成本,建安,产权调换房屋建筑面积在70-100平方米（含100平方米）部分，按照产权调换房屋建安成本与被征收房屋（70平方米以上部分）重置价格结合成新结算结构差价，超出原房建筑面积部分，按照产权调换房屋综合建设成本交纳购房款；
补贴额,不超过200万元,200万,对改（扩）建后入驻率达到30%的服务外包创新创业基地，按照其实际投入的30%给予一次性补贴，补贴额最高不超过200万元。
补贴期限,不超过3年,3,福利机构吸纳持有《再就业优惠证》的人员并缴纳社会保险，在相应期限内给予基本养老保险、基本医疗保险和事业保险补贴，补贴期限最长不超过3年。
补贴额,不超过50万元,50万,示范期内，对使用面积不小于300平方米的众创空间，根据服务活动数量、合作协议等考评结果，对其管理人员及水、电、网络等运营费用和场地租金等，按照实际发生额的60%给予补贴，每个众创空间累计补贴额最高不超过50万元。
补贴时间,不超过6个月,6,对“困难企业”，可在2009年度内申请使用失业保险基金支付社会保险补贴或岗位补贴，补贴时间最长不超过6个月。
补偿标准,参照印发关于哈尔滨2007年集体土地征收补偿安置工作实施意见通知,哈尔滨市,对2008年12月31日前，在道里、道外、南岗、香坊、平房、松北区区域内，已经国家和省政府批准征收土地或已经依法履行征收土地报批前期程序，并已呈报省政府或国务院进行农用地转用、征收土地审批，在2009年1月1日以后，才开始组织实施征地的，补偿标准参照《哈尔滨市人民政府办公厅印发关于哈尔滨2007年集体土地征收补偿安置工作的实施意见的通知》执行。
补贴资金,对符合补贴条件从市财政再就业资金账户直接划拨在银行开设账户,职业介绍机构,市劳动保障部门在收到材料后10个工作日内完成审核批复工作，并将有关材料及数据报市财政部门复核，市财政部门在10个工作日内完成复核工作，对符合补贴条件的，将补贴资金从市财政再就业资金账户直接划拨各职业介绍机构在银行开设的账户。
补助资金,核定办法,办法,补偿资金和补助资金核定办法
补偿资金,核定办法,办法,补偿资金和补助资金核定办法
补贴资金,经审核后在每季度初20个工作日内由市劳动保障部门在指定办公地点直接发给申请者本人,申请者,经区劳动保障部门审核、市劳动保障部门复审、市财政部门复核后，在每季度初20个工作日内，由市劳动保障部门在指定的办公地点将补贴资金直接发给申请者本人。
补助资金,落实工作,工作,市财政局负责与省财政厅衔接并申请专项补助资金落实工作；
补贴资金,申请报告应附以下材料本人身份证业证,报告,职业培训补贴资金申请报告应附以下材料：本人身份证、《再就业优惠证》或《就（失）业证》；
补贴资金,使用效果,安全性,市劳动保障、财政部门对公共就业服务机构开展免费就业服务的对象规模、服务项目、服务质量和服务效果提出明确的目标任务，对其完成任务情况进行考核，年终根据其开展免费服务的绩效，在确保职业介绍补贴资金使用效果和安全性的前提下，从市再就业资金中给予一定额度补贴。
不同对象,实行转化多种分配制度,年薪工资转化多种分配制度,在实行全员聘用合同制的基础上，可按岗位和职务确定工资，也可根据受聘人员的岗位性质和实际情况，区别不同对象实行年薪工资、岗位工资、项目工资、课时工资、协议工资、科技成果转化提成、科技成果入股工资、高薪工资等多种分配制度。
补贴资金,使用效果,效果,市劳动保障、财政部门对公共就业服务机构开展免费就业服务的对象规模、服务项目、服务质量和服务效果提出明确的目标任务，对其完成任务情况进行考核，年终根据其开展免费服务的绩效，在确保职业介绍补贴资金使用效果和安全性的前提下，从市再就业资金中给予一定额度补贴。
补助资金,要列入区年度预算,区年度预算,基层医疗卫生机构同级财政负担的补助资金要列入区、县（市）年度预算，各地要足额安排补助资金并及时拨付到基层医疗卫生机构。
补充药品,一律实行零差率销售,零差,社区卫生服务机构使用的基本药物和补充药品，一律实行零差率销售；
补助资金,由省级财政安排分年度予以补助,补助,省级财政负担的补助资金由省级财政安排专项资金分年度予以补助。
补考合格,在有效期内只收考务费20元,20,免费补考仍不合格的在有效期内补考每科只收考务费20元
